web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620505853-11114,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=1,HERMOSO DEPARTAMENTO EN MILENIO III,11000,3,"2
                                    
                                
                                Baños",120
1620505796-10982,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Depa en renta en Residencial del parque,12500,2,"2
                                    
                                
                                Baños",85
1620505761-10895,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento sin amoblar en renta de 120 mts2 en El Campanario! RAHQRO,29000,2,"3
                                    
                                
                                Baños",120
1620505942-11348,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,"Departamento en Renta, en Juriquilla, Querétaro",16000,3,"2
                                    
                                
                                Baños",102
1620505761-10873,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,"Departamento en Renta, El Cmpanario, Querétaro.",18000,2,"2
                                    
                                
                                Baños",75
1620505988-11470,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento en Renta Juriquilla Towers  SANTA FE QUERETARO 2 habitaciones excelentes...,16500,2,"2
                                    
                                
                                Baños",90
1620505660-10675,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,"Departamento en renta en Centro Sur, Qro.",14000,2,"2
                                    
                                
                                Baños",90
1620505891-11195,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,SE RENTA DEPA TIPO LOFT AMUEBLADO EN EL REFUGIO QUERÉTARO,14000,1,"1
                                    
                                
                                Baño",64
1620505817-11034,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,RENTA DEPARETAMENTOS QUERETARO CAMINO A ELCAMPANARIO CITY VIEW,20000,2,"2
                                    
                                
                                Baños",109
1620505817-11025,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,Departamento en Milenio 3a. Sección,16500,2,"2
                                    
                                
                                Baños",112
1620505613-10552,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,Departamento en Central Park,35000,3,"3
                                    
                                
                                Baños",211
1620506008-11546,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,DEPARTAMENTO AMUEBLADO EN RENTA EN ALEGRA TOWERS JURIQUILLA,26000,2,"2
                                    
                                
                                Baños",132
1620506014-11588,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,Departamento - Juriquilla,20000,2,"2
                                    
                                
                                Baños",92
1620506014-11577,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,Departamento Pent House amueblado en Juriquilla,26000,3,"2
                                    
                                
                                Baños",149
1620506023-11608,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,DEPARTAMENTO EN RENTA CUMBRES DE JURIQUILLA QUERETARO CON EXCELENTE VISTA,18000,3,"2
                                    
                                
                                Baños",134
1620505997-11518,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Departamento Fray Junipero sin amueblar de 130 mts2! RAHQRO,22000,2,"3
                                    
                                
                                Baños",130
1620505997-11507,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,RENTA DEPARTAMENTOS - VALLE DE JURIQUILLA - QUERETARO,17500,3,"2
                                    
                                
                                Baños",105
1620505891-11212,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,"Departamento amoblado en El Refugio de 3 dormitorios, 122 mts2 y seguridad!",17300,3,"3
                                    
                                
                                Baños",122
1620505817-11017,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,DEPARTAMENTO AMUEBLADO EN MILENIO III,15000,3,"2
                                    
                                
                                Baños",167
1620506008-11554,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,DEPARTAMENTO EN RENTA EN JURIQUILLA AMUEBLADO,26000,2,"2
                                    
                                
                                Baños",114
1620505836-11068,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,"Departamento en Renta, en Milenio 3a. Sección, Querétaro",17500,3,"3
                                    
                                
                                Baños",178
1620505780-10954,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,PH amueblado en renta GGV#21-3359,20000,1,"2
                                    
                                
                                Baños",75
1620505780-10946,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,"RENTA DE DEPARTAMENTO EN LATITUD LA VICTORIA, 1 RECÁMARA, 1 ESTACIONAMIENTO",19000,1,"1
                                    
                                
                                Baño",84
1620505761-10874,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento amueblado en renta Adamant,18000,2,"2
                                    
                                
                                Baños",74
1620505346-10474,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Penthouse con Roofgarden y vista al Lago. Magnolia Luxury Condos.,60000,3,"3
                                    
                                
                                Baños",183
1620505780-10949,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,Departamento en Lujoso condominio de 55 mts2 y 1 dormitorio! RAHQRO,12500,1,"1
                                    
                                
                                Baño",55
1620505979-11446,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,Departamento - Juriquilla,23000,2,"2
                                    
                                
                                Baños",118
1620505613-10554,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,DEPARTAMENTO AMUEBLADO EN RENTA EN CENTRAL PARK,22501,2,"2
                                    
                                
                                Baños",160
1620505988-11475,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento a estrenar sin amueblar en Fray Junipero Serra! GOC 20-2345,22000,2,"3
                                    
                                
                                Baños",130
1620506023-11592,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,"¡¡ Departamento en RENTA, en zona residencial de Juriquilla !!!",14000,2,"2
                                    
                                
                                Baños",99
1620505660-10677,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,EXCELENTE DEPARTAMENTO PARA EJECUTIVOS EN RENTA UBICADO EN CENTRAL PARK,23000,2,"2
                                    
                                
                                Baños",168
1620505725-10796,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento en Renta. El Campanario. FVR,20500,1,"1
                                    
                                
                                Baño",40
1620505704-10751,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Departamento cómodo en El Pueblito con mantenimiento incluido! JGJ,7000,2,"2
                                    
                                
                                Baños",80
1620505636-10611,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,"Departamento en renta totalmente amueblado, Centro Sur, Qro. OFP 19-217",23000,2,"2
                                    
                                
                                Baños",157
1620506030-11628,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"Departamento en Renta, en Juriquilla, Querétaro",20000,2,"3
                                    
                                
                                Baños",160
1620505704-10740,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Departamento en el pueblito de 2 dormitorios y 114 mts2! Goc,13000,2,"3
                                    
                                
                                Baños",114
1620505928-11297,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento en Renta Club la Loma el salitre Queretaro 1 habitacion y estudio,17900,1,"2
                                    
                                
                                Baños",88
1620505681-10688,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,"DEPARTAMENTO EN RENTA EN JURICA, EDIFICIO AIRA, ARCO DE PIEDRA",15000,2,"2
                                    
                                
                                Baños",109
1620505613-10541,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,Departamento en renta Centro Sur 2 habitaciones AVH,14000,2,"2
                                    
                                
                                Baños",87
1620505796-10980,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento en renta por El Mirador OFP 21 4035,15500,2,"2
                                    
                                
                                Baños",122
1620505681-10690,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,"Departamento en renta amueblado en Querétaro. Coldesa Palmas $16,000 ID: 1069",16000,2,"2
                                    
                                
                                Baños",150
1620505741-10824,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,Departamento exclusivo en El Campanario de 40 mts2! RAHQRO,17500,1,"1
                                    
                                
                                Baño",40
1620505780-10956,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,Exclusivo departamento en Renta,13000,1,"1
                                    
                                
                                Baño",55
1620505997-11527,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Departamento en renta en Juriquilla Towers,28892,2,"3
                                    
                                
                                Baños",130
1620505796-10973,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,"Loft en Renta, en El Mirador, El Marqués",7900,1,"1
                                    
                                
                                Baño",40
1620505969-11422,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=8,Departamento  EN RENTA Semiamueblado en Santa Fe Juriquilla Queretaro,15000,2,"2
                                    
                                
                                Baños",140
1620506014-11568,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,*EX-1183* Departamento en Juriquilla con 2 dormitorios y amueblado! JGJ,22000,2,"2
                                    
                                
                                Baños",91
1620505613-10562,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,RENTA DEPARTAMENTO ALIA CENTRO SUR ALBERCA SEGURIDAD UBICACIÓN,17000,2,"2
                                    
                                
                                Baños",107
1620505681-10708,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,Departamento en Renta Club la Loma el salitre Queretaro 1 habitacion y estudio,17900,1,"2
                                    
                                
                                Baños",88
1620505681-10689,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,Renta departamento de lujo muy amplio y Amueblado en Jurica Edificio Regency Qro,37000,3,"3
                                    
                                
                                Baños",283
1620505817-11031,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,RENTO LOFT QUERETARO COL.CALESA CENTRICO B.QUINTANA/AV. UNIV/ LOS ARCOS,4500,1,"1
                                    
                                
                                Baño",25
1620505997-11510,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Departamento en Renta RID10434,17500,2,"2
                                    
                                
                                Baños",170
1620505704-10746,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Renta de departamento en segundo nivel,10000,3,"2
                                    
                                
                                Baños",125
1620505997-11500,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Apartment - Juriquilla,26000,3,"2
                                    
                                
                                Baños",127
1620506030-11623,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"Renta Departamento, 3 recamaras amenidades, Biosfera Towers Juriquilla Queretaro",15500,3,"2
                                    
                                
                                Baños",120
1620505796-10969,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento en renta zona de El Mirador OFP 20 2410,14000,2,"2
                                    
                                
                                Baños",122
1620506014-11589,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,HERMOSO DEPARTAMENTO AMUEBLADO EN RENTA UBICADO EN LIFE JURIQUILLA !!,27000,2,"2
                                    
                                
                                Baños",165
1620505681-10687,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,Departamento en Renta JURICA Queretaro 3 habitaciones Privada Arco de Piedra,18000,3,"2
                                    
                                
                                Baños",92
1620505872-11167,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,HERMOSO DEPARTAMENTO AMUEBLADO EN RENTA EN RESIDENCIAL EL REFUGIO !!,19000,2,"2
                                    
                                
                                Baños",100
1620505780-10947,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,Departamento en Villas del Sol Queretaro,16500,2,"2
                                    
                                
                                Baños",90
1620505907-11246,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Amplio departamento en renta con terraza en El Refugio OFP 20 1648,14000,1,"2
                                    
                                
                                Baños",207
1620505960-11392,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,"Se Renta Depa Amueblado en Santa Fe de Juriquilla 2 Recamaras, Posee Alberca YCC",15000,1,"2
                                    
                                
                                Baños",98
1620505780-10955,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,Departamento exclusivo en Villa del Sol de 55 mts2 y amenidades! GOC,12500,1,"1
                                    
                                
                                Baño",55
1620505891-11199,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,Departamento en Renta de 3 recamaras a solo 15min del Centro de Queretaro.,7000,3,"2
                                    
                                
                                Baños",111
1620505636-10601,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=2,DEPARTAMENTO AMUEBLADO CON ACABADOS DE LUJO CON INCREIBLE VISTA A LA CIUDAD,19999,2,"2
                                    
                                
                                Baños",97
1620505660-10660,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,Ideal Para Familias Jóvenes O Ejecutivos Sin Amoblar!,14000,2,"2
                                    
                                
                                Baños",87
1620505960-11380,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,Departamento amueblado en renta en juriquilla con servicios incluidos.,15000,1,"1
                                    
                                
                                Baño",68
1620505660-10662,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,"DEPA EN RENTA EN CENTRAL PARK, CON VISTA A LA CIUDAD Y AMPLIA TERRAZA.",23000,3,"2
                                    
                                
                                Baños",213
1620505796-10963,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,"Departamento AMUEBLADO en renta, El Mirador OFP 19-2301",9000,1,"1
                                    
                                
                                Baño",65
1620505872-11157,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,Renta de Departamento en El Refugio 21-2313,6000,2,"1
                                    
                                
                                Baño",52
1620505761-10880,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,RENTA DEPARTAMENTO CERCA DEL CAMPANARIO DE LUJO ALBERCA 2 RECAMARAS,14900,2,"2
                                    
                                
                                Baños",76
1620506014-11590,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=3,Departamento - Juriquilla,16000,4,"2
                                    
                                
                                Baños",123
1620505817-11027,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,Renta departamento Milenio Querétaro,30000,2,"2
                                    
                                
                                Baños",134
1620505979-11448,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,RENTA DEPARTAMENTO EN WISELIVING JURIQUILLA,25000,2,"2
                                    
                                
                                Baños",167
1620505346-10461,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Departamento en renta amueblado con amenidades y vista panorámica a lago y campo de g...,20000,2,"2
                                    
                                
                                Baños",122
1620505681-10686,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,Departamento en Renta JURICA Queretaro 2 habitaciones Privada Arco de Piedra,14000,2,"2
                                    
                                
                                Baños",92
1620505891-11186,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=2,RENTA DEPARTAMENTO DE 1 RECAMARÁ EN QUERÉTARO.,10000,1,"1
                                    
                                
                                Baño",58
1620505960-11393,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,Se Renta Depa Tipo Duplex en Altos de Juriquilla 2 Recamaras Cada Una con Baño,14000,2,"3
                                    
                                
                                Baños",152
1620505872-11178,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,Querétaro  El Refugio increíble departamento en renta,15900,3,"3
                                    
                                
                                Baños",157
1620505725-10814,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento exclusivo en El Campanario de 40 mts2! RAHQRO,17500,1,"1
                                    
                                
                                Baño",40
1620506023-11605,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,Bonito Departamento en Renta en Juriquilla Aqc,16500,3,"2
                                    
                                
                                Baños",126
1620506008-11538,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,"Departamento Amueblado en Renta en Privalia Ambienta, Querétaro.",12000,3,"2
                                    
                                
                                Baños",82
1620505988-11469,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento en Renta - Atelier Juriquilla,14000,3,"2
                                    
                                
                                Baños",98
1620505725-10795,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,Departamento en El Campanario de 40 mts2 y 1 dormitorio! en renta RAHQRO 20-245,20500,1,"1
                                    
                                
                                Baño",40
1620505928-11317,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento en Renta en Queretaro Real de Juriquilla,10500,2,"2
                                    
                                
                                Baños",70
1620505988-11472,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=6,Departamento en Renta en Juriquilla,18500,3,"2
                                    
                                
                                Baños",130
1620506008-11560,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,Departamento en PB sin amueblar con 2 dormitorios y 72 mts2! RAHQRO,7400,2,"2
                                    
                                
                                Baños",72
1620505928-11303,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Departamento en renta,18500,2,"2
                                    
                                
                                Baños",100
1620505817-11040,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=3,Renta Departamento Amueblado en City View QUERETARO,30000,3,"2
                                    
                                
                                Baños",133
1620505796-10959,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,DEPARTAMENTO AMUEBLADO EN RENTA EL MIRADOR QUERETARO,12600,1,"1
                                    
                                
                                Baño",76
1620505681-10685,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,Renta de Hermoso departamento amueblado  en Jurica,11500,1,"1
                                    
                                
                                Baño",65
1620505872-11171,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=3,Departamento en Renta en Balcones Coloniales,15000,2,"3
                                    
                                
                                Baños",92
1620505780-10935,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=2,Departamento Centro Sur Querétaro,13500,2,"2
                                    
                                
                                Baños",84
1620505960-11387,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,renta Departamento amueblado en Nautico Juriquilla con vista al lago,22000,2,"2
                                    
                                
                                Baños",100
1620505660-10667,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,Departamento en renta Central Park,15500,2,"2
                                    
                                
                                Baños",256
1620505613-10542,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=3,Departamento - Centro Sur,21000,2,"2
                                    
                                
                                Baños",120
1620505704-10749,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,El Pueblito amplio departamento de 3 recamaras! JGJ 20-3744,15000,3,"4
                                    
                                
                                Baños",170
1620505725-10808,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=3,RENTA DEPARTAMENTO SIERRAZUL QUERÉTARO,23000,3,"3
                                    
                                
                                Baños",140
1620506023-11621,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,"Departamento en Renta con areas de amenidades $11,000",11000,2,"2
                                    
                                
                                Baños",106
1620505346-10476,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Renta de Loft / Departamento en Juriquilla,13000,1,"1
                                    
                                
                                Baño",50
1620505979-11459,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=7,Renta de lujos departamento  amueblado en Sta. Fe Juriquilla JF,18500,1,"2
                                    
                                
                                Baños",98
1620505681-10683,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/departamento/for-rent/,DEPARTAMENTO EN RENTA  AMUEBLADO 3 RECAMARAS ZONA JURIQUILLA QUERETARO,23000,3,"2
                                    
                                
                                Baños",140
1620505704-10738,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/el-pueblito-13/departamento/for-rent/,Departamento amoblado en el pueblito de 2 dormitorios y 114 mts2! Rahqro,13000,2,"3
                                    
                                
                                Baños",114
1620505741-10843,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,SIERRA AZUL RENTA ... VISTAS FABULOSAS DE LA CIUDAD...,23000,2,"2
                                    
                                
                                Baños",120
1620505761-10884,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=1,Departamento en renta en El Campanario de 2 dormitorios y 2 baños completos! RAH,25000,2,"2
                                    
                                
                                Baños",76
1620505997-11515,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=5,Departamento en Renta en Juriquilla las Cruces,22000,2,"3
                                    
                                
                                Baños",107
1620506023-11614,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,Departamento Amueblado en Juriquilla,15000,1,"2
                                    
                                
                                Baños",98
1620505660-10651,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,Departamento Centro Sur Querétaro,13500,2,"2
                                    
                                
                                Baños",84
1620506008-11558,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,RENTO DEPA EN JURIQUILLA QUERÉTARO,20000,2,"2
                                    
                                
                                Baños",99
1620506008-11557,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=4,"DEPARTAMENTO EN RENTA EN REAL DE JURIQUILLA, AMUEBLADO",14000,2,"2
                                    
                                
                                Baños",135
1620505741-10821,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,"Departamento en El Campanario, Querétaro",16000,1,"1
                                    
                                
                                Baño",73
1620505660-10669,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/departamento/for-rent/?page=1,¡¡ HERMOSO DEPARTAMENTO DE 160M2 EN RENTA UBICADO EN CENTRO SUR !!,19500,2,"2
                                    
                                
                                Baños",160
1620505796-10971,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento en renta en Zona de El Mirador OFP 20 2410,14000,2,"2
                                    
                                
                                Baños",122
1620506023-11597,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=2,Fray Junipero Departamento a estrenar de 2 recamaras! RAHQRO,17000,2,"3
                                    
                                
                                Baños",130
1620505960-11399,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=9,Departamento en Renta  Queretaro Juriquilla Joy,25000,3,"4
                                    
                                
                                Baños",163
1620505796-10979,https://www.lamudi.com.mx/queretaro-arteaga/el-marques/el-mirador-128/departamento/for-rent/?page=1,Departamento amoblado en Renta por zona de El mirador OFP 21 4035,15500,2,"2
                                    
                                
                                Baños",122
1620505942-11343,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,Departamento - Juriquilla,16000,2,"2
                                    
                                
                                Baños",87
1620505346-10486,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/departamento/for-rent/?page=2,Departamento amueblado renta 3 recamaras cumbres del lago juriquilla Queretaro,21000,3,"2
                                    
                                
                                Baños",130
1620506030-11633,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=1,"Departamento en Renta, en Juriquilla, Querétaro",32000,2,"3
                                    
                                
                                Baños",130
1620505942-11342,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=10,DEPARTAMENTO AMUEBLADO EN BIOSFERA QUERETARO,19500,3,"2
                                    
                                
                                Baños",176
1620505907-11257,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/departamento/for-rent/?page=1,Departamento amoblado en El Refugio de 122 mts2 y 3 dormitorios! RAHQRO,17300,3,"3
                                    
                                
                                Baños",122
1620505741-10825,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/departamento/for-rent/?page=2,"Departamento en El Campanario, Querétaro",23000,3,"3
                                    
                                
                                Baños",140
1620505928-11308,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,Penthouse con Roofgarden y vista al Lago. Magnolia Luxury Condos.,60000,3,"3
                                    
                                
                                Baños",183
1620505928-11318,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/departamento/for-rent/?page=11,"Se Renta Precioso Departamento en Santa Fe Juriquilla, 2 Recamaras, 2 Baños Lujo",21000,2,"2
                                    
                                
                                Baños",132
1620505836-11088,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/departamento/for-rent/?page=2,Estrena departamento en milenio,13800,2,"2
                                    
                                
                                Baños",120
